,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
1908,1909,-147.75,2024-02-01,1111,15,Groceries,Groceries,9962.50999999999,17479.550000000003,14198.100000000004,41640.159999999996
55,56,12000.0,2024-02-03,1111,17,Income,Salary,21962.509999999987,17479.550000000003,14198.100000000004,53640.159999999996
1764,1765,-269.36,2024-02-03,3333,28,Clothing,Clothes,21962.509999999987,17479.550000000003,13928.740000000003,53370.799999999996
618,619,771.36,2024-02-03,2222,12,Income,Investiments,21962.509999999987,18250.910000000003,13928.740000000003,54142.159999999996
53,54,-40.0,2024-02-03,1111,19,Health,Gym,21922.509999999987,18250.910000000003,13928.740000000003,54102.159999999996
52,53,-1200.0,2024-02-03,2222,8,Home Expenses,Rent,21922.509999999987,17050.910000000003,13928.740000000003,52902.159999999996
1552,1553,-66.93,2024-02-04,1111,16,Leisure,Restaurant,21855.579999999987,17050.910000000003,13928.740000000003,52835.229999999996
54,55,-100.0,2024-02-05,3333,20,Health,Health Insurance,21855.579999999987,17050.910000000003,13828.740000000003,52735.229999999996
1896,1897,-20.0,2024-02-05,3333,24,Telecom,Telecom,21855.579999999987,17050.910000000003,13808.740000000003,52715.229999999996
769,770,-36.29,2024-02-05,3333,5,Home Expenses,Water,21855.579999999987,17050.910000000003,13772.450000000003,52678.939999999995
1323,1324,-37.12,2024-02-06,3333,2,Car,Maintenance,21855.579999999987,17050.910000000003,13735.330000000002,52641.81999999999
1869,1870,-254.39,2024-02-06,1111,28,Clothing,Clothes,21601.189999999988,17050.910000000003,13735.330000000002,52387.42999999999
538,539,-39.68,2024-02-06,1111,16,Leisure,Restaurant,21561.509999999987,17050.910000000003,13735.330000000002,52347.74999999999
1228,1229,-68.72,2024-02-07,2222,27,Clothing,Shoes,21561.509999999987,16982.190000000002,13735.330000000002,52279.02999999999
1761,1762,-30.84,2024-02-09,1111,16,Leisure,Restaurant,21530.669999999987,16982.190000000002,13735.330000000002,52248.18999999999
853,854,-459.26,2024-02-09,1111,4,Purchases,Electronics,21071.40999999999,16982.190000000002,13735.330000000002,51788.92999999999
1405,1406,-144.89,2024-02-10,1111,18,Health,Medical Appointments,20926.51999999999,16982.190000000002,13735.330000000002,51644.03999999999
1878,1879,-33.43,2024-02-10,1111,14,Leisure,Bar,20893.08999999999,16982.190000000002,13735.330000000002,51610.60999999999
1054,1055,-82.65,2024-02-11,1111,16,Leisure,Restaurant,20810.439999999988,16982.190000000002,13735.330000000002,51527.95999999999
1609,1610,-142.24,2024-02-11,3333,6,Home Expenses,Electricity,20810.439999999988,16982.190000000002,13593.090000000002,51385.719999999994
1473,1474,-159.66,2024-02-11,1111,7,Home Expenses,Heating,20650.779999999988,16982.190000000002,13593.090000000002,51226.05999999999
142,143,-56.47,2024-02-12,2222,6,Home Expenses,Electricity,20650.779999999988,16925.72,13593.090000000002,51169.58999999999
350,351,-69.36,2024-02-13,1111,18,Health,Medical Appointments,20581.419999999987,16925.72,13593.090000000002,51100.22999999999
1791,1792,-64.8,2024-02-13,1111,16,Leisure,Restaurant,20516.619999999988,16925.72,13593.090000000002,51035.42999999999
188,189,-29.3,2024-02-14,2222,26,Public Transports,Bus,20516.619999999988,16896.420000000002,13593.090000000002,51006.13
1801,1802,-309.2,2024-02-14,3333,23,Taxes,Income Taxes,20516.619999999988,16896.420000000002,13283.890000000001,50696.92999999999
1707,1708,-190.57,2024-02-14,2222,18,Health,Medical Appointments,20516.619999999988,16705.850000000002,13283.890000000001,50506.359999999986
236,237,-30.09,2024-02-14,3333,5,Home Expenses,Water,20516.619999999988,16705.850000000002,13253.800000000001,50476.26999999999
1293,1294,-61.64,2024-02-14,1111,25,Public Transports,Train,20454.97999999999,16705.850000000002,13253.800000000001,50414.62999999999
1265,1266,-76.75,2024-02-15,2222,21,Health,Pharmacy,20454.97999999999,16629.100000000002,13253.800000000001,50337.87999999999
194,195,-199.22,2024-02-15,2222,28,Clothing,Clothes,20454.97999999999,16429.88,13253.800000000001,50138.65999999999
523,524,-27.59,2024-02-15,3333,13,Leisure,Activities,20454.97999999999,16429.88,13226.210000000001,50111.069999999985
669,670,-413.79,2024-02-17,2222,23,Taxes,Income Taxes,20454.97999999999,16016.09,13226.210000000001,49697.27999999999
899,900,-198.45,2024-02-18,3333,18,Health,Medical Appointments,20454.97999999999,16016.09,13027.76,49498.829999999994
203,204,-91.51,2024-02-18,1111,25,Public Transports,Train,20363.46999999999,16016.09,13027.76,49407.31999999999
1530,1531,-63.28,2024-02-19,1111,16,Leisure,Restaurant,20300.18999999999,16016.09,13027.76,49344.03999999999
1788,1789,-109.74,2024-02-19,1111,10,Holidays,Hotel Stays,20190.44999999999,16016.09,13027.76,49234.299999999996
1948,1949,-125.66,2024-02-19,2222,6,Home Expenses,Electricity,20190.44999999999,15890.43,13027.76,49108.63999999999
1191,1192,-117.63,2024-02-21,2222,7,Home Expenses,Heating,20190.44999999999,15772.800000000001,13027.76,48991.009999999995
1379,1380,-16.97,2024-02-22,2222,21,Health,Pharmacy,20190.44999999999,15755.830000000002,13027.76,48974.03999999999
928,929,-524.26,2024-02-22,3333,9,Holidays,Airplane,20190.44999999999,15755.830000000002,12503.5,48449.77999999999
665,666,-51.26,2024-02-23,1111,3,Purchases,Home Items,20139.18999999999,15755.830000000002,12503.5,48398.51999999999
664,665,-99.28,2024-02-23,1111,25,Public Transports,Train,20039.909999999993,15755.830000000002,12503.5,48299.23999999999
1252,1253,-29.54,2024-02-24,3333,27,Clothing,Shoes,20039.909999999993,15755.830000000002,12473.96,48269.69999999999
383,384,-25.08,2024-02-25,3333,14,Leisure,Bar,20039.909999999993,15755.830000000002,12448.88,48244.61999999999
659,660,408.46,2024-02-26,3333,12,Income,Investiments,20039.909999999993,15755.830000000002,12857.339999999998,48653.07999999999
597,598,-108.59,2024-02-26,2222,7,Home Expenses,Heating,20039.909999999993,15647.240000000002,12857.339999999998,48544.48999999999
1165,1166,-859.48,2024-02-26,3333,9,Holidays,Airplane,20039.909999999993,15647.240000000002,11997.859999999999,47685.009999999995
791,792,-87.19,2024-02-27,3333,4,Purchases,Electronics,20039.909999999993,15647.240000000002,11910.669999999998,47597.81999999999
927,928,-64.39,2024-02-27,2222,25,Public Transports,Train,20039.909999999993,15582.850000000002,11910.669999999998,47533.42999999999
1468,1469,-712.94,2024-02-27,3333,23,Taxes,Income Taxes,20039.909999999993,15582.850000000002,11197.729999999998,46820.48999999999
555,556,-554.82,2024-02-29,1111,23,Taxes,Income Taxes,19485.089999999993,15582.850000000002,11197.729999999998,46265.66999999999
1104,1105,-176.69,2024-03-01,2222,18,Health,Medical Appointments,19485.089999999993,15406.160000000002,11197.729999999998,46088.97999999999
1757,1758,-37.25,2024-03-01,1111,21,Health,Pharmacy,19447.839999999993,15406.160000000002,11197.729999999998,46051.72999999999
56,57,-1200.0,2024-03-01,1111,8,Home Expenses,Rent,18247.839999999993,15406.160000000002,11197.729999999998,44851.72999999999
295,296,-23.69,2024-03-02,1111,3,Purchases,Home Items,18224.149999999994,15406.160000000002,11197.729999999998,44828.03999999999
1835,1836,-132.78,2024-03-03,2222,16,Leisure,Restaurant,18224.149999999994,15273.380000000001,11197.729999999998,44695.259999999995
58,59,-100.0,2024-03-03,2222,20,Health,Health Insurance,18224.149999999994,15173.380000000001,11197.729999999998,44595.259999999995
1831,1832,935.62,2024-03-03,1111,12,Income,Investiments,19159.769999999993,15173.380000000001,11197.729999999998,45530.87999999999
881,882,-20.0,2024-03-03,2222,24,Telecom,Telecom,19159.769999999993,15153.380000000001,11197.729999999998,45510.87999999999
1450,1451,-108.32,2024-03-03,3333,3,Purchases,Home Items,19159.769999999993,15153.380000000001,11089.409999999998,45402.55999999999
59,60,12000.0,2024-03-04,2222,17,Income,Salary,19159.769999999993,27153.38,11089.409999999998,57402.55999999999
478,479,-105.8,2024-03-04,1111,2,Car,Maintenance,19053.969999999994,27153.38,11089.409999999998,57296.75999999999
575,576,-426.93,2024-03-05,2222,9,Holidays,Airplane,19053.969999999994,26726.45,11089.409999999998,56869.829999999994
57,58,-40.0,2024-03-05,2222,19,Health,Gym,19053.969999999994,26686.45,11089.409999999998,56829.829999999994
1063,1064,-14.73,2024-03-05,1111,14,Leisure,Bar,19039.239999999994,26686.45,11089.409999999998,56815.09999999999
1777,1778,-18.5,2024-03-06,3333,26,Public Transports,Bus,19039.239999999994,26686.45,11070.909999999998,56796.59999999999
918,919,-1189.54,2024-03-06,3333,9,Holidays,Airplane,19039.239999999994,26686.45,9881.369999999999,55607.06
1724,1725,-995.55,2024-03-06,2222,9,Holidays,Airplane,19039.239999999994,25690.9,9881.369999999999,54611.509999999995
759,760,237.43,2024-03-07,3333,12,Income,Investiments,19039.239999999994,25690.9,10118.8,54848.94
1589,1590,-369.98,2024-03-07,3333,23,Taxes,Income Taxes,19039.239999999994,25690.9,9748.82,54478.96
1424,1425,-31.26,2024-03-07,2222,5,Home Expenses,Water,19039.239999999994,25659.640000000003,9748.82,54447.7
1075,1076,-262.93,2024-03-09,1111,11,Holidays,Extra Holiday Expenses,18776.309999999994,25659.640000000003,9748.82,54184.77
1736,1737,-30.51,2024-03-09,3333,25,Public Transports,Train,18776.309999999994,25659.640000000003,9718.31,54154.259999999995
735,736,-39.27,2024-03-09,1111,16,Leisure,Restaurant,18737.039999999994,25659.640000000003,9718.31,54114.98999999999
1386,1387,-60.62,2024-03-09,2222,1,Car,Fuel,18737.039999999994,25599.020000000004,9718.31,54054.369999999995
640,641,110.78,2024-03-11,2222,12,Income,Investiments,18737.039999999994,25709.800000000003,9718.31,54165.149999999994
1618,1619,-74.94,2024-03-11,2222,16,Leisure,Restaurant,18737.039999999994,25634.860000000004,9718.31,54090.20999999999
530,531,-666.54,2024-03-12,1111,9,Holidays,Airplane,18070.499999999993,25634.860000000004,9718.31,53423.67
1775,1776,-774.71,2024-03-12,2222,4,Purchases,Electronics,18070.499999999993,24860.150000000005,9718.31,52648.95999999999
1544,1545,577.62,2024-03-14,1111,12,Income,Investiments,18648.11999999999,24860.150000000005,9718.31,53226.579999999994
215,216,-33.2,2024-03-14,2222,5,Home Expenses,Water,18648.11999999999,24826.950000000004,9718.31,53193.37999999999
1806,1807,-117.15,2024-03-15,1111,16,Leisure,Restaurant,18530.96999999999,24826.950000000004,9718.31,53076.229999999996
1462,1463,-116.98,2024-03-16,2222,11,Holidays,Extra Holiday Expenses,18530.96999999999,24709.970000000005,9718.31,52959.24999999999
801,802,-264.02,2024-03-16,1111,11,Holidays,Extra Holiday Expenses,18266.94999999999,24709.970000000005,9718.31,52695.229999999996
1388,1389,-81.93,2024-03-16,2222,27,Clothing,Shoes,18266.94999999999,24628.040000000005,9718.31,52613.29999999999
416,417,-272.26,2024-03-17,1111,11,Holidays,Extra Holiday Expenses,17994.68999999999,24628.040000000005,9718.31,52341.03999999999
757,758,-123.31,2024-03-17,2222,27,Clothing,Shoes,17994.68999999999,24504.730000000003,9718.31,52217.729999999996
1167,1168,-82.89,2024-03-18,2222,7,Home Expenses,Heating,17994.68999999999,24421.840000000004,9718.31,52134.84
1961,1962,-640.36,2024-03-18,1111,9,Holidays,Airplane,17354.32999999999,24421.840000000004,9718.31,51494.479999999996
1114,1115,-78.49,2024-03-18,2222,21,Health,Pharmacy,17354.32999999999,24343.350000000002,9718.31,51415.98999999999
627,628,-237.17,2024-03-18,2222,7,Home Expenses,Heating,17354.32999999999,24106.180000000004,9718.31,51178.81999999999
1531,1532,-206.7,2024-03-19,2222,23,Taxes,Income Taxes,17354.32999999999,23899.480000000003,9718.31,50972.119999999995
612,613,-145.65,2024-03-20,2222,3,Purchases,Home Items,17354.32999999999,23753.83,9718.31,50826.46999999999
1367,1368,-85.99,2024-03-22,2222,25,Public Transports,Train,17354.32999999999,23667.84,9718.31,50740.47999999999
1960,1961,-83.67,2024-03-24,1111,18,Health,Medical Appointments,17270.659999999993,23667.84,9718.31,50656.80999999999
1456,1457,-94.31,2024-03-24,1111,18,Health,Medical Appointments,17176.34999999999,23667.84,9718.31,50562.499999999985
1171,1172,-918.42,2024-03-24,2222,4,Purchases,Electronics,17176.34999999999,22749.420000000002,9718.31,49644.07999999999
1186,1187,-1158.97,2024-03-25,1111,9,Holidays,Airplane,16017.379999999992,22749.420000000002,9718.31,48485.10999999999
971,972,-600.44,2024-03-25,3333,23,Taxes,Income Taxes,16017.379999999992,22749.420000000002,9117.869999999999,47884.67
1445,1446,-44.25,2024-03-26,3333,14,Leisure,Bar,16017.379999999992,22749.420000000002,9073.619999999999,47840.42
1672,1673,-120.9,2024-03-28,1111,1,Car,Fuel,15896.479999999992,22749.420000000002,9073.619999999999,47719.51999999999
1671,1672,-38.63,2024-03-29,1111,25,Public Transports,Train,15857.849999999993,22749.420000000002,9073.619999999999,47680.89
1894,1895,-55.2,2024-03-30,1111,5,Home Expenses,Water,15802.649999999992,22749.420000000002,9073.619999999999,47625.68999999999
1097,1098,-852.52,2024-03-30,2222,9,Holidays,Airplane,15802.649999999992,21896.9,9073.619999999999,46773.17
751,752,-45.59,2024-03-30,1111,5,Home Expenses,Water,15757.059999999992,21896.9,9073.619999999999,46727.57999999999
1438,1439,-153.97,2024-03-31,3333,3,Purchases,Home Items,15757.059999999992,21896.9,8919.65,46573.60999999999
816,817,-59.79,2024-03-31,2222,1,Car,Fuel,15757.059999999992,21837.11,8919.65,46513.81999999999
1862,1863,-64.19,2024-04-01,1111,4,Purchases,Electronics,15692.869999999992,21837.11,8919.65,46449.63
1824,1825,-87.62,2024-04-01,3333,15,Groceries,Groceries,15692.869999999992,21837.11,8832.029999999999,46362.009999999995
529,530,-1119.95,2024-04-01,3333,9,Holidays,Airplane,15692.869999999992,21837.11,7712.079999999999,45242.06
61,62,-40.0,2024-04-02,1111,19,Health,Gym,15652.869999999992,21837.11,7712.079999999999,45202.06
60,61,-1200.0,2024-04-02,1111,8,Home Expenses,Rent,14452.869999999992,21837.11,7712.079999999999,44002.06
63,64,12000.0,2024-04-02,3333,17,Income,Salary,14452.869999999992,21837.11,19712.079999999998,56002.06
356,357,-320.69,2024-04-03,2222,9,Holidays,Airplane,14452.869999999992,21516.420000000002,19712.079999999998,55681.369999999995
741,742,-79.9,2024-04-03,3333,27,Clothing,Shoes,14452.869999999992,21516.420000000002,19632.179999999997,55601.46999999999
1973,1974,-136.09,2024-04-03,2222,27,Clothing,Shoes,14452.869999999992,21380.33,19632.179999999997,55465.37999999999
1427,1428,-343.32,2024-04-03,1111,10,Holidays,Hotel Stays,14109.549999999992,21380.33,19632.179999999997,55122.05999999998
1151,1152,-35.14,2024-04-03,1111,16,Leisure,Restaurant,14074.409999999993,21380.33,19632.179999999997,55086.919999999984
304,305,975.94,2024-04-04,3333,12,Income,Investiments,14074.409999999993,21380.33,20608.119999999995,56062.859999999986
954,955,-149.08,2024-04-04,1111,6,Home Expenses,Electricity,13925.329999999993,21380.33,20608.119999999995,55913.77999999999
243,244,-44.44,2024-04-04,1111,14,Leisure,Bar,13880.889999999992,21380.33,20608.119999999995,55869.33999999999
1699,1700,-220.01,2024-04-04,1111,7,Home Expenses,Heating,13660.879999999992,21380.33,20608.119999999995,55649.32999999999
249,250,-27.24,2024-04-04,3333,26,Public Transports,Bus,13660.879999999992,21380.33,20580.879999999994,55622.08999999998
976,977,-110.62,2024-04-04,1111,15,Groceries,Groceries,13550.259999999991,21380.33,20580.879999999994,55511.46999999999
62,63,-100.0,2024-04-05,1111,20,Health,Health Insurance,13450.259999999991,21380.33,20580.879999999994,55411.46999999999
429,430,-20.0,2024-04-05,3333,24,Telecom,Telecom,13450.259999999991,21380.33,20560.879999999994,55391.46999999999
841,842,-145.4,2024-04-05,1111,16,Leisure,Restaurant,13304.859999999991,21380.33,20560.879999999994,55246.06999999999
1693,1694,-62.6,2024-04-06,2222,16,Leisure,Restaurant,13304.859999999991,21317.730000000003,20560.879999999994,55183.46999999999
1823,1824,-5.85,2024-04-06,2222,14,Leisure,Bar,13304.859999999991,21311.880000000005,20560.879999999994,55177.619999999995
1584,1585,-320.88,2024-04-07,1111,23,Taxes,Income Taxes,12983.979999999992,21311.880000000005,20560.879999999994,54856.73999999999
1526,1527,-60.32,2024-04-07,2222,25,Public Transports,Train,12983.979999999992,21251.560000000005,20560.879999999994,54796.419999999984
183,184,-381.42,2024-04-07,3333,23,Taxes,Income Taxes,12983.979999999992,21251.560000000005,20179.459999999995,54414.999999999985
815,816,-56.07,2024-04-07,2222,5,Home Expenses,Water,12983.979999999992,21195.490000000005,20179.459999999995,54358.92999999999
1899,1900,-87.3,2024-04-08,3333,25,Public Transports,Train,12983.979999999992,21195.490000000005,20092.159999999996,54271.63
1374,1375,-322.13,2024-04-11,1111,23,Taxes,Income Taxes,12661.849999999993,21195.490000000005,20092.159999999996,53949.49999999999
483,484,-566.78,2024-04-11,3333,10,Holidays,Hotel Stays,12661.849999999993,21195.490000000005,19525.379999999997,53382.719999999994
1322,1323,-245.39,2024-04-11,1111,11,Holidays,Extra Holiday Expenses,12416.459999999994,21195.490000000005,19525.379999999997,53137.329999999994
1945,1946,-80.08,2024-04-11,2222,3,Purchases,Home Items,12416.459999999994,21115.410000000003,19525.379999999997,53057.24999999999
1753,1754,-87.18,2024-04-12,3333,25,Public Transports,Train,12416.459999999994,21115.410000000003,19438.199999999997,52970.06999999999
1747,1748,-91.57,2024-04-12,3333,25,Public Transports,Train,12416.459999999994,21115.410000000003,19346.629999999997,52878.49999999999
830,831,-178.65,2024-04-13,2222,27,Clothing,Shoes,12416.459999999994,20936.760000000002,19346.629999999997,52699.84999999999
244,245,-142.31,2024-04-13,1111,1,Car,Fuel,12274.149999999994,20936.760000000002,19346.629999999997,52557.53999999999
658,659,-237.64,2024-04-14,3333,11,Holidays,Extra Holiday Expenses,12274.149999999994,20936.760000000002,19108.989999999998,52319.899999999994
1474,1475,-51.64,2024-04-14,2222,16,Leisure,Restaurant,12274.149999999994,20885.120000000003,19108.989999999998,52268.259999999995
275,276,-112.7,2024-04-15,1111,7,Home Expenses,Heating,12161.449999999993,20885.120000000003,19108.989999999998,52155.55999999999
1479,1480,-125.37,2024-04-16,3333,11,Holidays,Extra Holiday Expenses,12161.449999999993,20885.120000000003,18983.62,52030.18999999999
560,561,-87.45,2024-04-16,3333,16,Leisure,Restaurant,12161.449999999993,20885.120000000003,18896.17,51942.73999999999
1399,1400,-68.8,2024-04-16,2222,13,Leisure,Activities,12161.449999999993,20816.320000000003,18896.17,51873.939999999995
1342,1343,-55.24,2024-04-17,2222,5,Home Expenses,Water,12161.449999999993,20761.08,18896.17,51818.7
1305,1306,-162.03,2024-04-17,1111,4,Purchases,Electronics,11999.419999999993,20761.08,18896.17,51656.66999999999
