,id_expense,value,date,account_number,category_id,main_category,secondary_category,essential
1898,1899,-60.01,2023-12-06,3333,6,Home Expenses,Electricity,Essentials
1899,1900,-87.3,2024-04-08,3333,25,Public Transports,Train,Essentials
1900,1901,-46.22,2025-05-18,1111,5,Home Expenses,Water,Essentials
1901,1902,-124.46,2025-03-31,2222,10,Holidays,Hotel Stays,Non-Essentials
1902,1903,-45.54,2025-05-12,2222,14,Leisure,Bar,Non-Essentials
1903,1904,-61.85,2024-09-06,1111,16,Leisure,Restaurant,Non-Essentials
1904,1905,-65.24,2024-09-30,1111,3,Purchases,Home Items,Non-Essentials
1905,1906,-195.54,2023-05-17,1111,28,Clothing,Clothes,Non-Essentials
1906,1907,-85.08,2025-09-11,1111,15,Groceries,Groceries,Essentials
1907,1908,-591.24,2023-11-23,3333,9,Holidays,Airplane,Non-Essentials
1908,1909,-147.75,2024-02-01,1111,15,Groceries,Groceries,Essentials
1909,1910,-16.35,2024-07-19,1111,13,Leisure,Activities,Non-Essentials
1910,1911,-10.56,2023-11-07,1111,14,Leisure,Bar,Non-Essentials
1911,1912,-38.51,2024-07-18,2222,16,Leisure,Restaurant,Non-Essentials
1912,1913,-113.68,2024-09-29,3333,1,Car,Fuel,Essentials
1913,1914,-783.08,2025-08-22,1111,4,Purchases,Electronics,Non-Essentials
1914,1915,-24.72,2023-09-13,3333,26,Public Transports,Bus,Essentials
1915,1916,-194.71,2023-11-11,1111,28,Clothing,Clothes,Non-Essentials
1916,1917,-122.17,2024-07-11,1111,28,Clothing,Clothes,Non-Essentials
1917,1918,-42.71,2024-06-07,1111,14,Leisure,Bar,Non-Essentials
1918,1919,-51.99,2023-12-11,3333,25,Public Transports,Train,Essentials
1919,1920,-175.79,2025-09-24,2222,27,Clothing,Shoes,Non-Essentials
1920,1921,-722.84,2023-07-01,3333,9,Holidays,Airplane,Non-Essentials
1921,1922,-77.99,2025-01-12,1111,16,Leisure,Restaurant,Non-Essentials
1922,1923,-27.25,2025-06-04,2222,26,Public Transports,Bus,Essentials
1923,1924,-202.28,2024-07-27,3333,2,Car,Maintenance,Essentials
1924,1925,-104.48,2024-05-30,3333,28,Clothing,Clothes,Non-Essentials
1925,1926,-39.59,2024-05-29,2222,21,Health,Pharmacy,Essentials
1926,1927,-22.33,2025-09-21,1111,3,Purchases,Home Items,Non-Essentials
1927,1928,-446.48,2025-06-07,3333,23,Taxes,Income Taxes,Essentials
1928,1929,-151.98,2025-09-26,3333,10,Holidays,Hotel Stays,Non-Essentials
1929,1930,-71.87,2025-02-08,3333,16,Leisure,Restaurant,Non-Essentials
1930,1931,-88.34,2025-02-22,1111,21,Health,Pharmacy,Essentials
1931,1932,-20.0,2025-05-05,3333,24,Telecom,Telecom,Essentials
1932,1933,-161.6,2024-05-03,2222,4,Purchases,Electronics,Non-Essentials
1933,1934,-570.83,2025-05-13,2222,23,Taxes,Income Taxes,Essentials
1934,1935,-153.98,2024-12-12,3333,27,Clothing,Shoes,Non-Essentials
1935,1936,-130.79,2023-03-18,2222,16,Leisure,Restaurant,Non-Essentials
1936,1937,-76.99,2025-06-03,3333,25,Public Transports,Train,Essentials
1937,1938,-71.6,2024-01-06,1111,1,Car,Fuel,Essentials
1938,1939,-95.14,2023-07-22,2222,25,Public Transports,Train,Essentials
1939,1940,-250.47,2025-07-24,2222,15,Groceries,Groceries,Essentials
1940,1941,-83.65,2024-12-05,2222,13,Leisure,Activities,Non-Essentials
1941,1942,-476.63,2023-04-08,2222,9,Holidays,Airplane,Non-Essentials
1942,1943,-110.88,2024-06-22,1111,16,Leisure,Restaurant,Non-Essentials
1943,1944,-202.87,2024-10-21,3333,7,Home Expenses,Heating,Essentials
1944,1945,-38.9,2023-12-19,2222,14,Leisure,Bar,Non-Essentials
1945,1946,-80.08,2024-04-11,2222,3,Purchases,Home Items,Non-Essentials
1946,1947,-75.32,2023-07-05,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1947,1948,-19.08,2025-10-15,3333,14,Leisure,Bar,Non-Essentials
1948,1949,-125.66,2024-02-19,2222,6,Home Expenses,Electricity,Essentials
1949,1950,-107.38,2024-11-21,2222,27,Clothing,Shoes,Non-Essentials
1950,1951,-77.93,2023-12-12,2222,13,Leisure,Activities,Non-Essentials
1951,1952,-61.15,2024-09-27,3333,1,Car,Fuel,Essentials
1952,1953,-135.62,2024-08-29,3333,27,Clothing,Shoes,Non-Essentials
1953,1954,-34.23,2023-06-05,1111,22,Taxes,Documents,Essentials
1954,1955,-36.3,2025-04-08,2222,3,Purchases,Home Items,Non-Essentials
1955,1956,-51.48,2024-12-25,2222,5,Home Expenses,Water,Essentials
1956,1957,-57.64,2023-08-01,3333,5,Home Expenses,Water,Essentials
1957,1958,-203.36,2023-06-18,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1958,1959,-642.54,2023-03-25,1111,9,Holidays,Airplane,Non-Essentials
1959,1960,-32.4,2024-07-14,1111,22,Taxes,Documents,Essentials
1960,1961,-83.67,2024-03-24,1111,18,Health,Medical Appointments,Essentials
1961,1962,-640.36,2024-03-18,1111,9,Holidays,Airplane,Non-Essentials
1962,1963,-79.68,2023-02-12,3333,1,Car,Fuel,Essentials
1963,1964,-175.69,2025-04-28,3333,18,Health,Medical Appointments,Essentials
1964,1965,-99.87,2024-01-29,2222,16,Leisure,Restaurant,Non-Essentials
1965,1966,-134.79,2025-03-29,3333,6,Home Expenses,Electricity,Essentials
1966,1967,-722.02,2025-03-03,3333,23,Taxes,Income Taxes,Essentials
1967,1968,-453.37,2025-01-15,2222,10,Holidays,Hotel Stays,Non-Essentials
1968,1969,-142.56,2024-04-25,2222,15,Groceries,Groceries,Essentials
1969,1970,-48.57,2023-10-03,2222,16,Leisure,Restaurant,Non-Essentials
1970,1971,-64.44,2023-09-21,1111,27,Clothing,Shoes,Non-Essentials
1971,1972,-73.75,2024-10-04,1111,21,Health,Pharmacy,Essentials
1972,1973,-41.39,2024-12-14,3333,16,Leisure,Restaurant,Non-Essentials
1973,1974,-136.09,2024-04-03,2222,27,Clothing,Shoes,Non-Essentials
1974,1975,-387.13,2023-04-19,2222,10,Holidays,Hotel Stays,Non-Essentials
1975,1976,-51.89,2025-06-12,1111,16,Leisure,Restaurant,Non-Essentials
1976,1977,-52.21,2025-07-07,3333,6,Home Expenses,Electricity,Essentials
1977,1978,-15.18,2024-12-12,2222,25,Public Transports,Train,Essentials
1978,1979,-46.62,2024-12-26,1111,27,Clothing,Shoes,Non-Essentials
1979,1980,-104.54,2024-05-31,3333,28,Clothing,Clothes,Non-Essentials
1980,1981,-121.36,2025-10-02,2222,1,Car,Fuel,Essentials
1981,1982,-157.59,2023-10-01,2222,27,Clothing,Shoes,Non-Essentials
1982,1983,-225.6,2024-09-26,3333,7,Home Expenses,Heating,Essentials
1983,1984,-141.44,2024-11-07,1111,27,Clothing,Shoes,Non-Essentials
1984,1985,-658.89,2025-11-06,2222,23,Taxes,Income Taxes,Essentials
1985,1986,-52.99,2024-10-06,1111,5,Home Expenses,Water,Essentials
1986,1987,-32.65,2025-01-03,3333,16,Leisure,Restaurant,Non-Essentials
1987,1988,-785.89,2023-05-26,3333,4,Purchases,Electronics,Non-Essentials
1988,1989,-115.36,2023-11-27,3333,3,Purchases,Home Items,Non-Essentials
1989,1990,-134.74,2024-01-03,1111,7,Home Expenses,Heating,Essentials
1990,1991,-114.94,2025-10-10,3333,1,Car,Fuel,Essentials
1991,1992,-365.2,2023-07-12,2222,4,Purchases,Electronics,Non-Essentials
1992,1993,-590.65,2025-03-04,2222,23,Taxes,Income Taxes,Essentials
1993,1994,-36.34,2023-10-11,2222,14,Leisure,Bar,Non-Essentials
1994,1995,-59.59,2024-12-28,1111,6,Home Expenses,Electricity,Essentials
1995,1996,-97.46,2024-05-31,2222,27,Clothing,Shoes,Non-Essentials
1996,1997,-53.22,2025-04-02,1111,3,Purchases,Home Items,Non-Essentials
1997,1998,-551.2,2023-06-17,2222,9,Holidays,Airplane,Non-Essentials
1998,1999,-117.74,2024-06-11,1111,16,Leisure,Restaurant,Non-Essentials
1999,2000,-20.0,2024-05-05,3333,24,Telecom,Telecom,Essentials
